,Name,Duration,Status,Type,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites,aired_start,aired_end,broadcast_day,broadcast_time,premiered_season,premiered_year
6223,Mahou Shoujo Nante Mou Ii desu kara. Second Season,00:04:00,Finished Airing,TV,12,PG 13,Comedy,none,"F.M.F,Smiral Animation",PINE JAM,12879,4,2016-10-05,2016-12-21,wed,22:38:00,Fall,2016
6224,Duel Masters Victory,00:10:00,Finished Airing,TV,52,PG 13,"Adventure,Action,Fantasy,Comedy",none,Shogakukan-Shueisha Productions,Shogakukan Music & Digital Entertainment,1447,2,Apr 2, 2011 to Mar 31,none,none,Spring,2011
6225,Kagaku Ninja-tai Gatchaman,00:26:00,Finished Airing,TV,105,PG 13,"Adventure,Sci-Fi,Action","ADV Films,Sentai Filmworks",none,Tatsunoko Production,9970,66,1972-10-01,1974-09-29,sun,18:00:00,Fall,1972
6226,Koroshi Ai,00:23:00,Finished Airing,TV,12,R 17,"Romance,Action",none,"Kadokawa Media House,Crunchyroll,Bit grooove promotion,Kadokawa,Bit Promotion,A3,Toy's Factory",Platinum Vision,155662,914,2022-01-13,2022-03-30,thur,00:00:00,Winter,2022
6227,Yona Yona Penguin,01:27:00,Finished Airing,Movie,1,G,"Adventure,Fantasy",Maiden Japan,Kadokawa,Madhouse,1248,0,Sep 12, 2009,none,none,none,none
6228,Shen Yin Wangzuo 2nd Season,00:21:00,Currently Airing,ONA,52,PG 13,"Action,Fantasy,Adventure",none,"Tencent Penguin Pictures,Xuanshi Tangmen,Tianshi Wenhua",Shenman Entertainment,2284,39,2022-11-10,none,none,none,none,none
6229,Cowboy Bebop,00:24:00,Finished Airing,TV,26,R 17,"Action,Sci-Fi,Award Winning","Bandai Entertainment,Funimation",Bandai Visual,Sunrise,1780180,78873,1998-04-03,1999-04-24,sat,01:00:00,Spring,1998
6230,Wedding Park,15 sec. per ep.,Finished Airing,ONA,2,G,Romance,none,none,none,336,0,Dec 10, 2018 to Jan 8,none,none,none,none
6231,Motion Lumine,00:02:00,Finished Airing,Movie,1,G,Avant Garde,none,Takun Manga Box,none,492,0,1978-01-01,none,none,none,none,none
6232,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,00:23:00,Finished Airing,OVA,1,R+,"Action,Romance,Fantasy,Ecchi",Funimation,Kadokawa Shoten,Production IMS,80660,61,2016-01-26,none,none,none,none,none
6233,Sore Ike! Anpanman: Shabondama no Purun,00:51:00,Finished Airing,Movie,1,PG,"Comedy,Fantasy",none,"VAP,Tokyo Movie Shinsha",none,447,2,2007-07-14,none,none,none,none,none
6234,Akubi Girl,00:04:00,Finished Airing,TV,26,PG,"Comedy,Fantasy",none,none,Tatsunoko Production,966,0,Apr 2, 2006 to Sep 24,none,none,Spring,2006
6235,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,00:24:00,Finished Airing,Special,1,PG 13,"Comedy,Drama,Romance",Sentai Filmworks,Lantis,Kyoto Animation,129381,116,2014-09-17,none,none,none,none,none
6236,Mahou Shoujo Nante Mou Ii desu kara.,00:04:00,Finished Airing,TV,12,PG 13,Comedy,none,"F.M.F,Earth Star Entertainment",PINE JAM,26297,19,Jan 12, 2016 to Mar 29,tue,01:11:00,Winter,2016
6237,Ga-Rei: Zero,00:23:00,Finished Airing,TV,12,R 17,"Action,Supernatural,Suspense",Funimation,"KlockWorx,Lantis,Kadokawa Pictures Japan,Kadokawa Shoten,Rakuonsha","AIC Spirits,asread.",234050,2836,2008-10-06,2008-12-22,mon,00:00:00,Fall,2008
6238,Redline,01:42:00,Finished Airing,Movie,1,R+,"Action,Sci-Fi",Anchor Bay Films,Tohokushinsha Film Corporation,Madhouse,360902,5362,2009-08-14,none,none,none,none,none
6239,Television,00:02:00,Finished Airing,ONA,1,PG,Horror,none,Space Neko Company,none,739,0,2004-01-01,none,none,none,none,none
6240,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,02:00:00,Finished Airing,Movie,1,R 17,"Action,Supernatural,Fantasy",Aniplex of America,"Notes,Aniplex,Kadokawa",ufotable,433685,2480,2017-10-14,none,none,none,none,none
6241,"High School DxD New: Oppai, Tsutsumimasu!",00:24:00,Finished Airing,OVA,1,R+,"Comedy,Ecchi,Romance",none,Genco,TNK,157531,282,2015-03-10,none,none,none,none,none
6242,Meisou-Ou Border,00:43:00,Finished Airing,OVA,1,R+,Adventure,none,none,Artland,888,1,Sep 1, 1991,none,none,none,none
6243,Aquarian Age: Saga II - Dont Forget Me...,01:00:00,Finished Airing,OVA,1,PG 13,"Drama,Action",Synch-Point,Broccoli,Madhouse,3518,1,Nov 21, 2003,none,none,none,none
6244,Detective Conan Movie 07: Crossroad in the Ancient Capital,01:48:00,Finished Airing,Movie,1,PG 13,"Comedy,Mystery,Adventure",none,none,TMS Entertainment,50157,34,2003-04-19,none,none,none,none,none
6245,Seiyuu Deka,00:03:00,Finished Airing,ONA,1,G,Comedy,none,none,"Studio Ranmaru,MooGoo",744,0,Aug 4, 2010,none,none,none,none
6246,Ahiru no Pekkle no Suieitaikai wa Oosawagi,00:20:00,Finished Airing,OVA,1,G,Fantasy,none,Sanrio,none,494,1,Mar 21, 1993,none,none,none,none
6247,Luo Xiao Hei Zhan Ji,00:07:00,Finished Airing,ONA,28,PG 13,"Comedy,Supernatural",none,none,HMCH,5343,53,2011-03-17,2019-08-27,none,none,none,none
6248,DinoZone,00:20:00,Finished Airing,OVA,5,G,"Adventure,Sci-Fi",none,none,Sunrise,1227,2,1998-11-27,2000-01-01,none,none,none,none
6249,Ikkitousen: Western Wolves,00:27:00,Finished Airing,OVA,3,R+,"Ecchi,Action",none,"Genco,Kadokawa,AT-X,Shounen Gahousha,Bushiroad",Arms,14217,21,2019-01-03,2019-02-27,none,none,none,none
6250,Shinrabanshou.mp3,30 sec.,Finished Airing,Special,1,G,Avant Garde,none,Pie in the sky,none,391,0,Feb 22, 2018,none,none,none,none
6251,Onihei Pilot,00:05:00,Finished Airing,Special,1,PG 13,none,none,none,Studio M2,729,0,Feb 22, 2017,none,none,none,none
6252,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,00:25:00,Finished Airing,Special,1,PG 13,"Comedy,Romance",none,none,J.C.Staff,43265,36,2010-04-07,none,none,none,none,none
6253,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,00:45:00,Finished Airing,Movie,1,PG 13,Sports,none,none,Toei Animation,16410,11,1994-08-20,none,none,none,none,none
6254,Lupin III: Kiri no Elusive,01:32:00,Finished Airing,Special,1,PG 13,"Adventure,Action,Comedy,Mystery",Discotek Media,none,TMS Entertainment,6062,1,2007-07-27,none,none,none,none,none
6255,Tian Yanshen Hu,00:22:00,Finished Airing,TV,52,PG,Fantasy,none,none,none,63,0,2007 to ?,none,none,none,?,none
6256,Xiao Yingtao 2nd Season,00:13:00,Finished Airing,TV,26,PG,none,none,none,none,49,0,2008 to ?,none,none,none,?,none
6257,Seikon no Qwaser II,00:24:00,Finished Airing,TV,12,R+,"Ecchi,Supernatural,Action",Sentai Filmworks,none,Hoods Entertainment,134148,129,2011-04-12,2011-06-28,tue,02:30:00,Spring,2011
6258,Count Down,36 sec.,Finished Airing,Movie,1,G,Avant Garde,none,none,none,957,0,2011-01-01,none,none,none,none,none
6259,Whats Michael? (TV),00:25:00,Finished Airing,TV,45,PG,Comedy,none,Studio Jack,Daume,938,0,Apr 15, 1988 to Mar 28,fri,19:00:00,Spring,1988
6260,Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,00:10:00,Finished Airing,OVA,1,R+,"Comedy,Romance,Ecchi",none,none,Seven,45075,19,2016-01-27,none,none,none,none,none
6261,Sonic★the★Hedgehog,00:30:00,Finished Airing,OVA,2,PG,"Adventure,Comedy,Sci-Fi",ADV Films,Sega,Pierrot,18821,202,1996-01-26,none,none,none,none,none
6262,Eiyuu Kyoushitsu,00:23:00,Currently Airing,TV,12,PG 13,"Ecchi,Fantasy,Action",none,"Movic,Tencent Japan,Square Enix,Jinnan Studio,Bandai Namco Filmworks,Bandai Namco Music Live,Shueisha,Lantis",Actas,51064,262,2023-07-09,none,sun,23:00:00,Summer,2023
6263,Attack No.1 (1970),01:05:00,Finished Airing,Movie,1,PG 13,"Drama,Sports",none,Tokyo Movie Shinsha,"add some,None found,",1270,3,1970-03-21,none,none,none,none,none
6264,Boruto: Naruto the Movie,01:35:00,Finished Airing,Movie,1,PG 13,"Fantasy,Action,Adventure",VIZ Media,"Toho,Shueisha",Pierrot,449289,926,2015-08-07,none,none,none,none,none
6265,Gamers!,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Romance",Funimation,"BS11,Kadokawa Shoten,Sotsu,Frontier Works,NBCUniversal Entertainment Japan,Sony Pictures Entertainment,AT-X,i0+,Tokyo MX,Chugai Mining",PINE JAM,630502,2137,2017-07-13,2017-09-28,thur,21:00:00,Summer,2017
6266,Cosplay Complex: Extra Identification,00:05:00,Finished Airing,OVA,1,G,Comedy,none,Lantis,TNK,3076,1,Jul 3, 2004,none,none,none,none
6267,Ikkitousen,00:24:00,Finished Airing,TV,13,R+,Ecchi,"Funimation,Geneon Entertainment USA","Cosmic Ray,Genco,Eye Move,Bushiroad",J.C.Staff,159544,421,2003-07-30,2003-10-22,wed,11:30:00,Summer,2003
6268,Malay Oki Kaisen,00:26:00,Finished Airing,Movie,1,G,none,none,none,none,607,1,Nov 26, 1943,none,none,none,none
6269,Hikari to Mizu no Daphne,00:24:00,Finished Airing,TV,24,PG 13,"Comedy,Drama,Mystery,Ecchi,Sci-Fi","Geneon Entertainment USA,Sentai Filmworks","Pony Canyon,Toshiba Entertainment,Lantis,Genco",J.C.Staff,15045,28,2004-01-16,2004-07-03,sat,00:30:00,Winter,2004
6270,Sugata Sanshirou,01:12:00,Finished Airing,Special,1,PG 13,"Sports,Action",none,none,Tokyo Movie Shinsha,829,2,1981-06-08,none,none,none,none,none
6271,Taegeugsonyeon Huin Dogsuli,01:00:00,Finished Airing,Movie,1,None,"Action,Adventure",none,none,none,242,0,1979-01-01,none,none,none,none,none
6272,Digimon Adventure tri. 5: Kyousei,01:36:00,Finished Airing,Movie,1,PG 13,"Adventure,Drama,Comedy,Action",none,Sonilude,Toei Animation,49150,35,2017-09-30,none,none,none,none,none
6273,Ginga Tetsudou 999 (Movie),02:08:00,Finished Airing,Movie,1,PG 13,"Fantasy,Drama,Adventure,Sci-Fi",Discotek Media,none,Toei Animation,19475,148,1979-08-04,none,none,none,none,none
6274,Suicide Squad x Taka no Tsume,00:01:00,Finished Airing,ONA,3,PG 13,"Comedy,Sports",none,none,DLE,131,0,Sep 9, 2016,none,none,none,none
6275,Doraemon Movie 14: Nobita to Buriki no Labyrinth,01:40:00,Finished Airing,Movie,1,PG,Fantasy,none,none,none,6128,5,1993-03-06,none,none,none,none,none
6276,Manaria Friends,00:15:00,Finished Airing,TV,10,PG 13,"Fantasy,Slice of Life",Sentai Filmworks,"Cygames,Happinet,Asmik Ace",CygamesPictures,119512,296,2019-01-21,2019-03-25,mon,00:30:00,Winter,2019
6277,Yuki Terai,00:06:00,Finished Airing,OVA,6,PG 13,none,none,Fuji TV,none,785,1,Aug 19, 2000,none,none,none,none
6278,Yawara! Sore Yuke Koshinuke Kids!!,01:00:00,Finished Airing,Movie,1,PG 13,"Comedy,Romance,Sports",none,Kitty Films,Madhouse,2360,0,1992-08-01,none,none,none,none,none
6279,One Piece: Glorious Island,00:05:00,Finished Airing,Special,2,PG 13,"Adventure,Fantasy,Action",none,NOTTV,Toei Animation,28828,16,2012-12-23,2012-12-30,none,none,none,none
6280,Furudera no Obake-soudou,00:05:00,Finished Airing,Movie,1,G,"Action,Adventure",none,none,none,1078,0,1936-01-01,none,none,none,none,none
6281,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",01:53:00,Finished Airing,Movie,1,PG 13,"Fantasy,Action,Adventure",none,"Fujipacific Music,Shueisha",Toei Animation,63985,19,2008-03-01,none,none,none,none,none
6282,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,00:23:00,Finished Airing,Special,1,PG 13,"Slice of Life,Fantasy",none,none,Kyoto Animation,68323,286,2022-01-19,none,none,none,none,none
6283,Rokumon Tengai Mon Colle Knights,00:25:00,Finished Airing,TV,51,G,"Comedy,Adventure,Fantasy",Discotek Media,none,Studio Deen,4983,16,2000-01-10,2000-12-25,mon,18:00:00,Winter,2000
6284,11-nin Iru!,01:31:00,Finished Airing,Movie,1,PG 13,"Drama,Action,Adventure,Sci-Fi,Mystery,Romance",Central Park Media,Kitty Films,Magic Bus,11365,38,1986-11-01,none,none,none,none,none
6285,Xiamen Zhi Xia,00:06:00,Finished Airing,TV,5,G,Slice of Life,none,none,none,76,0,2019-01-01,none,none,none,?,none
6286,48x61,00:06:00,Finished Airing,ONA,1,PG 13,"Sports,Comedy",none,none,Madhouse,2091,0,2002-01-01,none,none,none,none,none
6287,Wudi Xiaolu: Anquan Chengzhang,00:06:00,Finished Airing,ONA,144,PG,Fantasy,none,iQIYI,none,44,0,2019-01-31,none,none,none,none,none
6288,World Trigger 3rd Season,00:23:00,Finished Airing,TV,14,PG 13,"Action,Sci-Fi",none,TV Asahi,Toei Animation,105850,1052,2021-10-10,2022-01-23,sun,01:30:00,Fall,2021
6289,Shining Tears X Wind,00:24:00,Finished Airing,TV,13,PG 13,"Adventure,Fantasy,Action",Discotek Media,Sega,Studio Deen,34284,65,2007-04-07,2007-06-30,sat,01:30:00,Spring,2007
6290,Kurenai no Buta,01:33:00,Finished Airing,Movie,1,G,"Award Winning,Romance,Comedy,Adventure,Drama,Action","Disney Platform Distribution,GKIDS","Tokuma Shoten,Nippon Television Network",Studio Ghibli,235540,1949,1992-07-18,none,none,none,none,none
6291,Zap Cat,00:02:00,Finished Airing,Movie,1,R+,Avant Garde,none,none,none,237,0,2008-01-01,none,none,none,none,none
6292,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,00:09:00,Finished Airing,Special,1,PG 13,"Fantasy,Supernatural,Action",Aniplex of America,none,ufotable,108763,221,2015-10-07,none,none,none,none,none
6293,Majo no Takkyuubin,01:43:00,Finished Airing,Movie,1,G,"Award Winning,Comedy,Adventure,Drama,Fantasy","Disney Platform Distribution,GKIDS",Streamline Pictures,Studio Ghibli,551225,5407,1989-07-29,none,none,none,none,none
6294,Ajin Part 2,00:24:00,Finished Airing,TV,13,R 17,"Action,Mystery,Horror,Supernatural",Sentai Filmworks,"King Records,TOHO animation",Polygon Pictures,287595,511,2016-10-08,2016-12-24,sat,02:25:00,Fall,2016
6295,H2,00:24:00,Finished Airing,TV,41,PG 13,"Comedy,Sports,Romance",none,"Toho,Asatsu DK,Asahi Broadcasting",Ashi Productions,9766,29,1995-06-01,1996-03-21,thur,19:00:00,Summer,1995
6296,Musha Knight Commando: SD Gundam Scramble,00:15:00,Finished Airing,Movie,2,PG,"Fantasy,Action,Comedy",none,none,Sunrise,1972,0,Mar 16, 1991 to Aug 22,none,none,none,none
6297,Xiao Shizi Sai Ji 2nd Season,Unknown,Finished Airing,ONA,104,PG,"Comedy,Fantasy",none,none,none,109,0,Mar 29, 2022 to Dec 1,none,none,none,none
6298,Azumanga Web Daiou,00:03:00,Finished Airing,ONA,1,G,Comedy,none,none,Ajia-do,31703,25,2000-12-28,none,none,none,none,none
6299,Samurai Mac,55 sec.,Finished Airing,Special,1,PG 13,"Gourmet,Suspense",none,none,none,483,1,Dec 26, 2022,none,none,none,none
6300,Kimi ga Nozomu Eien: Gundam Parody,00:02:00,Finished Airing,Special,1,R+,Sci-Fi,none,"Studio Fantasia,Age",none,6459,2,Jun 25, 2004,none,none,none,none
6301,Hiyokoi,00:22:00,Finished Airing,Special,1,PG 13,Romance,none,Shueisha,Production I.G,93965,161,2010-07-30,none,none,none,none,none
6302,Byulbyul Iyagi,00:12:00,Finished Airing,Movie,6,PG 13,Drama,none,Chungeorahm Film,none,501,0,Sep 23, 2005,none,none,none,none
6303,Kidou Senshi Gundam Unicorn,1 hr. 2 min. per ep.,Finished Airing,OVA,7,PG 13,"Drama,Action,Sci-Fi","Bandai Entertainment,Nozomi Entertainment,NYAV Post","Bandai Visual,Kadokawa Shoten",Sunrise,95763,1558,2010-03-12,2014-06-06,none,none,none,none
6304,Good-by Marilyn,00:04:00,Finished Airing,Movie,1,R+,Avant Garde,none,none,none,1056,0,1971-01-01,none,none,none,none,none
6305,Koukaku no Pandora: Pandoradio,00:02:00,Finished Airing,Special,6,PG 13,"Comedy,Sci-Fi",none,none,Studio Gokumi,1805,2,May 27, 2016 to Oct 28,none,none,none,none
6306,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,00:24:00,Finished Airing,Special,1,R 17,"Action,Fantasy",Funimation,TOHO animation,Bones,39685,30,2015-06-14,none,none,none,none,none
6307,Eiyuu Densetsu: Sora no Kiseki The Animation,00:42:00,Finished Airing,OVA,2,PG 13,"Adventure,Fantasy,Action",Sentai Filmworks,"Nihon Falcom,Bushiroad,Showgate",Kinema Citrus,16791,38,2011-10-10,2012-01-28,none,none,none,none
6308,Ginga Hyouryuu Vifam 13,00:24:00,Finished Airing,TV,26,G,"Adventure,Sci-Fi,Action",none,none,Sunrise,775,1,1998-03-21,1998-10-03,sun,02:05:00,Spring,1998
6309,Xiaoyuan San Jianke,00:11:00,Finished Airing,TV,26,G,"Adventure,Fantasy",none,none,none,46,0,Sep 2008 to ?,none,none,none,?,none
6310,Kagami no Kojou,01:56:00,Finished Airing,Movie,1,PG 13,"Fantasy,Drama,Mystery",GKIDS,Shochiku,A-1 Pictures,18538,62,2022-12-23,none,none,none,none,none
6311,Xiexie Xiaohua Mao,00:13:00,Finished Airing,Movie,1,G,none,none,none,Shanghai Animation Film Studio,105,1,1950-01-01,none,none,none,none,none
6312,Jiok,00:34:00,Finished Airing,Movie,1,R+,"Horror,Drama,Fantasy",none,Studio Dadashow,none,1139,1,2006-07-01,none,none,none,none,none
6313,Wanju Zhi Jia,00:12:00,Finished Airing,TV,38,PG,Fantasy,none,none,none,43,0,1998 to ?,none,none,none,?,none
6314,Detective Conan Movie 12: Full Score of Fear,01:56:00,Finished Airing,Movie,1,PG 13,"Comedy,Mystery,Adventure",none,"Shogakukan-Shueisha Productions,Big Bang,Tokyo Movie Shinsha",TMS Entertainment,45728,23,2008-04-19,none,none,none,none,none
6315,Mayoiga,00:24:00,Finished Airing,TV,12,R 17,"Drama,Mystery,Horror",Ponycan USA,"KlockWorx,Azumaker,Mainichi Broadcasting System,Shogakukan,WOWOW,Pony Canyon,Studio Mausu",Diomedéa,213362,284,Apr 1, 2016 to Jun 17,fri,22:30:00,Spring,2016
6316,Xiayi Xiao Qingtian,00:13:00,Finished Airing,TV,65,PG,Adventure,none,none,none,72,0,Jul 2, 2010 to Sep 1,none,none,Summer,2010
6317,Yin Yang Shi: Ping An Wu Yu 2nd Season,00:05:00,Finished Airing,ONA,12,PG 13,"Comedy,Supernatural,Slice of Life",none,none,"Blade,Thundray",990,1,Jun 26, 2019 to Oct 26,none,none,none,none
6318,Yuan Shi Qi Zhuan Qianzhuan: Gloria,00:16:00,Finished Airing,ONA,2,PG 13,"Drama,Supernatural,Fantasy",none,none,none,96,0,Oct 14, 2020,none,none,none,none
6319,"Xiang Qian Chong, Xiang Qian Chong",01:40:00,Finished Airing,Movie,1,PG,Fantasy,none,none,none,44,0,Jul 25, 2008,none,none,none,none
6320,White Album 2 Picture Drama,00:06:00,Finished Airing,Special,2,R+,"Drama,Ecchi",none,Starchild Records,Satelight,7241,4,May 28, 2014,none,none,none,none
6321,Peeping Life: The Perfect Evolution,00:05:00,Finished Airing,OVA,10,G,"Slice of Life,Comedy",none,CoMix Wave Films,none,762,0,Jan 27, 2011,none,none,none,none
6322,Sora no Method: Mou Hitotsu no Negai,00:29:00,Finished Airing,ONA,1,PG 13,"Fantasy,Slice of Life,Comedy",none,none,Studio 3Hz,5298,3,2019-10-11,none,none,none,none,none
6323,Youkai Watch: Best 10,00:12:00,Finished Airing,Special,1,G,"Comedy,Supernatural",none,none,OLM,804,0,Dec 19, 2014,none,none,none,none
6324,Gattai Robot Atranger,00:13:00,Finished Airing,OVA,1,PG 13,none,none,none,AIC,531,1,Dec 29, 2011,none,none,none,none
6325,Toaru Kagaku no Accelerator,00:23:00,Finished Airing,TV,12,R 17,"Fantasy,Sci-Fi,Action",Funimation,"Warner Bros. Japan,AT-X,Square Enix,NBCUniversal Entertainment Japan,Movic,Kadokawa",J.C.Staff,225604,896,2019-07-12,2019-09-27,fri,22:00:00,Summer,2019
6326,Kyou no 5 no 2 Kagai Jugyou: Mizukake,00:05:00,Finished Airing,Special,1,PG 13,"Ecchi,Comedy",none,none,Shinkuukan,6510,1,2008-01-30,none,none,none,none,none
6327,Koukaku Kidoutai: Shin Movie,01:39:00,Finished Airing,Movie,1,R 17,"Mystery,Sci-Fi,Action,Award Winning",Funimation,"Bandai Visual,Dentsu,flying DOG,TOHO animation,Kodansha",Production I.G,46084,71,2015-06-20,none,none,none,none,none
6328,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,00:59:00,Finished Airing,Movie,1,R+,Action,Funimation,"Bandai Visual,Hakuhodo DY Media Partners,Bandai,Bandai Namco Entertainment",Sunrise,86442,106,2016-02-06,none,none,none,none,none
6329,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,00:45:00,Finished Airing,OVA,1,R+,"Girls Love,Action,Comedy,Ecchi",none,Movic,"animate Film,Studio Kikan",7423,11,May 24, 1994,none,none,none,none
6330,Zou no Senaka: Tabidatsu Hi,00:03:00,Finished Airing,OVA,2,G,"Drama,Slice of Life",none,Pony Canyon,none,621,0,Oct 26, 2007,none,none,none,none
6331,Kujira no Kora wa Sajou ni Manabu!,00:10:00,Finished Airing,Special,2,PG 13,"Comedy,Drama,Fantasy,Mystery",none,none,J.C.Staff,9994,3,2018-01-26,2018-03-23,none,none,none,none
6332,ef: A Tale of Memories.,00:24:00,Finished Airing,TV,12,PG 13,"Drama,Mystery,Romance",Sentai Filmworks,Rondo Robe,Shaft,251013,2768,2007-10-07,2007-12-23,sun,01:35:00,Fall,2007
6333,Chuukan Kanriroku Tonegawa,00:23:00,Finished Airing,TV,24,PG 13,"Drama,Comedy",Sentai Filmworks,"Half H.P Studio,VAP,Nippon Television Music,Nippon Television Network",Madhouse,39874,115,2018-07-04,2018-12-26,wed,00:00:00,Summer,2018
6334,Xiao Huangyou De Gushi,00:16:00,Finished Airing,Movie,1,PG,none,none,none,Shanghai Animation Film Studio,56,0,1992-01-01,none,none,none,none,none
6335,Xi Yangyang Yu Hui Tai Lang: Qi Si Miao Xiang Xi Yangyang,00:15:00,Finished Airing,TV,60,PG,"Comedy,Adventure",none,none,none,150,1,2011-07-06,none,none,none,?,none
6336,Yasai no Yousei: N.Y.Salad 2nd Series,00:05:00,Finished Airing,TV,26,G,none,none,none,none,365,0,May 5, 2008 to Jun 9,none,none,Spring,2008
6337,Channel 5.5,00:05:00,Finished Airing,ONA,4,PG 13,Comedy,none,none,DLE,686,0,Jan 28, 2014 to Mar 10,none,none,none,none
6338,Evil or Live Recap,00:23:00,Finished Airing,Special,1,R 17,none,none,none,Haoliners Animation League,4265,3,Dec 13, 2017,none,none,none,none
6339,Maria-sama ga Miteru 3rd,00:50:00,Finished Airing,OVA,5,PG 13,"Drama,Girls Love",Nozomi Entertainment,none,Studio Deen,22126,90,2006-12-29,2007-07-25,none,none,none,none
6340,Nurse Witch Komugi-chan Magikarte Special,00:27:00,Finished Airing,Special,1,PG 13,Comedy,ADV Films,"Rondo Robe,Toshiba Entertainment,Pioneer LDC","Tatsunoko Production,Kyoto Animation",5460,1,2003-06-06,none,none,none,none,none
6341,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,00:07:00,Finished Airing,ONA,10,PG 13,"Romance,Comedy,Girls Love",none,ChuChu,none,12236,29,2009-09-26,2009-11-27,none,none,none,none
6342,Sousei no Aquarion Evol,00:26:00,Finished Airing,Special,1,PG 13,"Romance,Sci-Fi",Funimation,none,Satelight,6596,7,2015-07-02,none,none,none,none,none
6343,Seitokai Yakuindomo Movie,01:00:00,Finished Airing,Movie,1,R 17,Comedy,Sentai Filmworks,"King Records,KlockWorx,Glovision",GoHands,58047,75,2017-07-21,none,none,none,none,none
6344,NoisyCell x Ponkotsu Quest,00:02:00,Finished Airing,ONA,1,G,Comedy,none,none,none,573,0,Jun 7, 2017,none,none,none,none
